origin,destination,count
"Argentina","Spain","250778"
"Bolivia (Plurinational State of)","Spain","154675"
"Brazil","Spain","99725"
"Chile","Spain","54640"
"Colombia","Spain","346936"
"Ecuador","Spain","421758"
"Guyana","Spain","111"
"Paraguay","Spain","60506"
"Peru","Spain","183529"
"Suriname","Spain","209"
"Uruguay","Spain","73772"
"Venezuela (Bolivarian Republic of)","Spain","151594"
"Belize","Spain","34"
"Costa Rica","Spain","3339"
"El Salvador","Spain","9192"
"Guatemala","Spain","7411"
"Honduras","Spain","37194"
"Mexico","Spain","46867"
"Nicaragua","Spain","18713"
"Panama","Spain","4246"
"Canada","Spain","6414"
"United States of America","Spain","39825"
"Turkey","The former Yugoslav Republic of Macedonia","19922"
"Albania","The former Yugoslav Republic of Macedonia","67799"
"Bosnia and Herzegovina","The former Yugoslav Republic of Macedonia","8713"
"Croatia","The former Yugoslav Republic of Macedonia","1433"
"Greece","The former Yugoslav Republic of Macedonia","233"
"Italy","The former Yugoslav Republic of Macedonia","37"
"Montenegro","The former Yugoslav Republic of Macedonia","9229"
"Serbia","The former Yugoslav Republic of Macedonia","17930"
"Slovenia","The former Yugoslav Republic of Macedonia","256"
"Germany","The former Yugoslav Republic of Macedonia","42"
"Bulgaria","The former Yugoslav Republic of Macedonia","1072"
"Czech Republic","The former Yugoslav Republic of Macedonia","53"
"Hungary","The former Yugoslav Republic of Macedonia","81"
"Poland","The former Yugoslav Republic of Macedonia","100"
"Romania","The former Yugoslav Republic of Macedonia","23"
"Russian Federation","The former Yugoslav Republic of Macedonia","215"
"Slovakia","The former Yugoslav Republic of Macedonia","36"
"Ukraine","The former Yugoslav Republic of Macedonia","64"
"Egypt","The former Yugoslav Republic of Macedonia","1964"
"Afghanistan","Austria","8620"
"Bangladesh","Austria","2737"
"Bhutan","Austria","24"
"India","Austria","13576"
"Iran (Islamic Republic of)","Austria","15495"
"Maldives","Austria","9"
"Nepal","Austria","588"
"Pakistan","Austria","4814"
"Sri Lanka","Austria","981"
"Armenia","Austria","3051"
"Azerbaijan","Austria","1076"
"Bahrain","Austria","21"
"Cyprus","Austria","325"
"Georgia","Austria","3316"
"Iraq","Austria","5524"
"Israel","Austria","2562"
"Jordan","Austria","749"
"Kuwait","Austria","253"
"Lebanon","Austria","1841"
"Oman","Austria","31"
"Qatar","Austria","25"
"Saudi Arabia","Austria","477"
"State of Palestine","Austria","277"
"Syrian Arab Republic","Austria","3320"
"Turkey","Austria","184847"
"United Arab Emirates","Austria","176"
"Yemen","Austria","95"
"Brunei Darussalam","Austria","6"
"Cambodia","Austria","958"
"Indonesia","Austria","1214"
"Lao People's Democratic Republic","Austria","124"
"Malaysia","Austria","483"
"Myanmar","Austria","71"
"Philippines","Austria","13856"
"Singapore","Austria","286"
"Thailand","Austria","5604"
"Viet Nam","Austria","3344"
"China","Austria","17713"
"China, Hong Kong Special Administrative Region","Austria","281"
"China, Macao Special Administrative Region","Austria","17"
"Democratic People's Republic of Korea","Austria","2812"
"Japan","Austria","2970"
"Mongolia","Austria","1804"
"Kazakhstan","Austria","1103"
"Kyrgyzstan","Austria","648"
"Tajikistan","Austria","284"
"Turkmenistan","Austria","140"
"Uzbekistan","Austria","754"
"Albania","Austria","3147"
"Andorra","Austria","2"
"Bosnia and Herzegovina","Austria","155164"
"Croatia","Austria","40006"
"Greece","Austria","4003"
"Italy","Austria","29738"
"Malta","Austria","108"
"Montenegro","Austria","21842"
"Portugal","Austria","1723"
"San Marino","Austria","1"
"Serbia","Austria","195177"
"Slovenia","Austria","17908"
"Spain","Austria","4122"
"The former Yugoslav Republic of Macedonia","Austria","21921"
"Belgium","Austria","2575"
"France","Austria","8964"
"Germany","Austria","223705"
"Liechtenstein","Austria","378"
"Luxembourg","Austria","763"
"Monaco","Austria","24"
"Netherlands","Austria","8476"
"Switzerland","Austria","15802"
"Belarus","Austria","1667"
"Bulgaria","Austria","15733"
"Czech Republic","Austria","54997"
"Hungary","Austria","44468"
"Poland","Austria","65989"
"Republic of Moldova","Austria","1779"
"Romania","Austria","70267"
"Russian Federation","Austria","30972"
"Slovakia","Austria","27170"
"Ukraine","Austria","8232"
"Denmark","Austria","1418"
"Estonia","Austria","372"
"Finland","Austria","1598"
"Iceland","Austria","188"
"Ireland","Austria","985"
"Latvia","Austria","806"
"Lithuania","Austria","909"
"Norway","Austria","966"
"Sweden","Austria","3551"
"United Kingdom of Great Britain and Northern Ireland","Austria","11013"
"Algeria","Austria","1290"
"Egypt","Austria","14891"
"Libya","Austria","459"
"Morocco","Austria","1926"
"Sudan","Austria","635"
"Tunisia","Austria","3690"
"Angola","Austria","341"
"Cameroon","Austria","654"
"Central African Republic","Austria","29"
"Chad","Austria","12"
"Congo","Austria","457"
"Democratic Republic of the Congo","Austria","700"
"Equatorial Guinea","Austria","10"
"Gabon","Austria","24"
"Sao Tome and Principe","Austria","2"
"Benin","Austria","80"
"Burkina Faso","Austria","121"
"Cabo Verde","Austria","41"
"Côte d'Ivoire","Austria","213"
"Gambia","Austria","628"
"Ghana","Austria","2474"
"Guinea","Austria","303"
"Guinea-Bissau","Austria","68"
"Liberia","Austria","274"
"Mali","Austria","99"
"Mauritania","Austria","33"
"Niger","Austria","31"
"Nigeria","Austria","8485"
"Senegal","Austria","335"
"Sierra Leone","Austria","267"
"Togo","Austria","219"
"Botswana","Austria","25"
"Lesotho","Austria","4"
"Namibia","Austria","183"
"South Africa","Austria","2792"
"Swaziland","Austria","23"
"Burundi","Austria","97"
"Djibouti","Austria","7"
"Eritrea","Austria","104"
"Ethiopia","Austria","1276"
"Kenya","Austria","982"
"Madagascar","Austria","75"
"Malawi","Austria","38"
"Mauritius","Austria","114"
"Mozambique","Austria","67"
"Rwanda","Austria","211"
"Seychelles","Austria","44"
"Somalia","Austria","1215"
"Uganda","Austria","274"
"United Republic of Tanzania","Austria","157"
"Zambia","Austria","113"
"Zimbabwe","Austria","298"
"Samoa","Austria","4"
"Tonga","Austria","7"
"Tuvalu","Austria","12"
"Australia","Austria","2490"
"New Zealand","Austria","443"
"Fiji","Austria","18"
"Papua New Guinea","Austria","60"
"Solomon Islands","Austria","14"
"Vanuatu","Austria","7"
"Guam","Austria","1"
"Micronesia (Federated States of)","Austria","1"
"Nauru","Austria","1"
"Palau","Austria","1"
"Antigua and Barbuda","Austria","7"
"Bahamas","Austria","22"
"Barbados","Austria","21"
"Cuba","Austria","879"
"Dominica","Austria","51"
"Dominican Republic","Austria","3125"
"Grenada","Austria","15"
"Haiti","Austria","63"
"Jamaica","Austria","208"
"Puerto Rico","Austria","6"
"Saint Kitts and Nevis","Austria","2"
"Saint Lucia","Austria","14"
"Saint Vincent and the Grenadines","Austria","10"
"Trinidad and Tobago","Austria","70"
"Argentina","Austria","1523"
"Bolivia (Plurinational State of)","Austria","509"
"Brazil","Austria","5186"
"Chile","Austria","1258"
"Colombia","Austria","1570"
"Ecuador","Austria","662"
"Guyana","Austria","19"
"Paraguay","Austria","229"
"Peru","Austria","1688"
"Suriname","Austria","20"
"Uruguay","Austria","282"
"Venezuela (Bolivarian Republic of)","Austria","915"
"Belize","Austria","41"
"Costa Rica","Austria","179"
"El Salvador","Austria","68"
"Guatemala","Austria","372"
"Honduras","Austria","98"
"Mexico","Austria","1512"
"Nicaragua","Austria","208"
"Panama","Austria","62"
"Bermuda","Austria","19"
"Canada","Austria","2547"
"United States of America","Austria","11054"
"Afghanistan","Belgium","10638"
"Bangladesh","Belgium","2350"
"Bhutan","Belgium","155"
"India","Belgium","10340"
"Iran (Islamic Republic of)","Belgium","6214"
"Nepal","Belgium","3348"
"Pakistan","Belgium","7411"
"Sri Lanka","Belgium","1368"
"Armenia","Belgium","10433"
"Azerbaijan","Belgium","1206"
"Bahrain","Belgium","3"
"Cyprus","Belgium","410"
"Georgia","Belgium","3772"
"Iraq","Belgium","9420"
"Israel","Belgium","1537"
"Jordan","Belgium","487"
"Kuwait","Belgium","18"
"Lebanon","Belgium","2609"
"Oman","Belgium","12"
"Saudi Arabia","Belgium","82"
"State of Palestine","Belgium","585"
"Syrian Arab Republic","Belgium","4406"
"Turkey","Belgium","43686"
"Yemen","Belgium","140"
"Cambodia","Belgium","273"
"Indonesia","Belgium","1501"
"Lao People's Democratic Republic","Belgium","105"
"Malaysia","Belgium","470"
"Myanmar","Belgium","145"
"Philippines","Belgium","4205"
"Singapore","Belgium","258"
"Thailand","Belgium","3784"
"Viet Nam","Belgium","1498"
"China","Belgium","12245"
"Democratic People's Republic of Korea","Belgium","233"
"Japan","Belgium","4974"
"Mongolia","Belgium","984"
"Republic of Korea","Belgium","917"
"Kazakhstan","Belgium","2784"
"Kyrgyzstan","Belgium","1547"
"Tajikistan","Belgium","117"
"Turkmenistan","Belgium","27"
"Uzbekistan","Belgium","1521"
"Albania","Belgium","7517"
"Bosnia and Herzegovina","Belgium","3059"
"Croatia","Belgium","1216"
"Greece","Belgium","17276"
"Italy","Belgium","175322"
"Malta","Belgium","480"
"Montenegro","Belgium","512"
"Portugal","Belgium","43224"
"San Marino","Belgium","17"
"Serbia","Belgium","7725"
"Slovenia","Belgium","1051"
"Spain","Belgium","60598"
"The former Yugoslav Republic of Macedonia","Belgium","7682"
"Austria","Belgium","3020"
"France","Belgium","170858"
"Germany","Belgium","44268"
"Liechtenstein","Belgium","11"
"Luxembourg","Belgium","4858"
"Monaco","Belgium","6"
"Netherlands","Belgium","160363"
"Switzerland","Belgium","2326"
"Belarus","Belgium","1675"
"Bulgaria","Belgium","26415"
"Czech Republic","Belgium","3677"
"Hungary","Belgium","6110"
"Poland","Belgium","68538"
"Republic of Moldova","Belgium","1673"
"Romania","Belgium","57125"
"Russian Federation","Belgium","21168"
"Slovakia","Belgium","6471"
"Ukraine","Belgium","4981"
"Denmark","Belgium","3186"
"Estonia","Belgium","1025"
"Finland","Belgium","3259"
"Iceland","Belgium","235"
"Ireland","Belgium","4458"
"Latvia","Belgium","1848"
"Lithuania","Belgium","2432"
"Norway","Belgium","1356"
"Sweden","Belgium","4746"
"United Kingdom of Great Britain and Northern Ireland","Belgium","27335"
"Algeria","Belgium","12054"
"Egypt","Belgium","1972"
"Libya","Belgium","236"
"Morocco","Belgium","93012"
"Sudan","Belgium","695"
"Tunisia","Belgium","5730"
"Angola","Belgium","4047"
"Cameroon","Belgium","12295"
"Central African Republic","Belgium","136"
"Chad","Belgium","287"
"Congo","Belgium","843"
"Democratic Republic of the Congo","Belgium","26488"
"Equatorial Guinea","Belgium","38"
"Gabon","Belgium","312"
"Sao Tome and Principe","Belgium","11"
"Benin","Belgium","1016"
"Burkina Faso","Belgium","928"
"Cabo Verde","Belgium","194"
"Côte d'Ivoire","Belgium","3102"
"Gambia","Belgium","403"
"Ghana","Belgium","4573"
"Guinea","Belgium","12274"
"Guinea-Bissau","Belgium","100"
"Liberia","Belgium","605"
"Mali","Belgium","598"
"Mauritania","Belgium","1649"
"Niger","Belgium","1619"
"Nigeria","Belgium","4116"
"Senegal","Belgium","2930"
"Sierra Leone","Belgium","1079"
"Togo","Belgium","3548"
"Botswana","Belgium","21"
"Lesotho","Belgium","12"
"Namibia","Belgium","20"
"South Africa","Belgium","881"
"Burundi","Belgium","2443"
"Djibouti","Belgium","783"
"Eritrea","Belgium","364"
"Ethiopia","Belgium","1143"
"Kenya","Belgium","824"
"Madagascar","Belgium","552"
"Malawi","Belgium","38"
"Mauritius","Belgium","817"
"Mozambique","Belgium","56"
"Rwanda","Belgium","5053"
"Seychelles","Belgium","14"
"Somalia","Belgium","2260"
"Uganda","Belgium","362"
"United Republic of Tanzania","Belgium","478"
"Zambia","Belgium","123"
"Zimbabwe","Belgium","149"
"Australia","Belgium","881"
"New Zealand","Belgium","248"
"Fiji","Belgium","12"
"Papua New Guinea","Belgium","1"
"Bahamas","Belgium","2"
"Barbados","Belgium","3"
"Cuba","Belgium","708"
"Dominica","Belgium","33"
"Dominican Republic","Belgium","860"
"Haiti","Belgium","302"
"Jamaica","Belgium","126"
"Argentina","Belgium","550"
"Bolivia (Plurinational State of)","Belgium","459"
"Brazil","Belgium","8319"
"Chile","Belgium","1180"
"Colombia","Belgium","1973"
"Ecuador","Belgium","4006"
"Guyana","Belgium","17"
"Paraguay","Belgium","197"
"Peru","Belgium","1287"
"Suriname","Belgium","869"
"Uruguay","Belgium","115"
"Venezuela (Bolivarian Republic of)","Belgium","570"
"Costa Rica","Belgium","143"
"El Salvador","Belgium","225"
"Guatemala","Belgium","186"
"Honduras","Belgium","117"
"Mexico","Belgium","1242"
"Nicaragua","Belgium","106"
"Panama","Belgium","66"
"Canada","Belgium","3143"
"United States of America","Belgium","12853"
"Afghanistan","France","4761"
"Bangladesh","France","4995"
"Bhutan","France","87"
"India","France","48061"
"Iran (Islamic Republic of)","France","22788"
"Maldives","France","6"
"Nepal","France","1325"
"Pakistan","France","23779"
"Sri Lanka","France","47864"
"Armenia","France","19083"
"Azerbaijan","France","4112"
"Bahrain","France","161"
"Cyprus","France","1030"
"Georgia","France","7584"
"Iraq","France","6120"
"Israel","France","9197"
"Jordan","France","1443"
"Kuwait","France","734"
"Lebanon","France","47162"
"Oman","France","109"
"Qatar","France","148"
"Saudi Arabia","France","2489"
"State of Palestine","France","993"
"Syrian Arab Republic","France","16758"
"Turkey","France","297429"
"United Arab Emirates","France","784"
"Yemen","France","487"
"Brunei Darussalam","France","49"
"Cambodia","France","63343"
"Indonesia","France","4946"
"Lao People's Democratic Republic","France","42623"
"Malaysia","France","2538"
"Myanmar","France","472"
"Philippines","France","15224"
"Singapore","France","2283"
"Thailand","France","18151"
"Timor-Leste","France","12"
"Viet Nam","France","125731"
"China","France","110045"
"China, Hong Kong Special Administrative Region","France","516"
"China, Macao Special Administrative Region","France","17"
"Democratic People's Republic of Korea","France","61"
"Japan","France","21377"
"Mongolia","France","1427"
"Republic of Korea","France","20702"
"Kazakhstan","France","2583"
"Kyrgyzstan","France","721"
"Tajikistan","France","244"
"Turkmenistan","France","211"
"Uzbekistan","France","1103"
"Albania","France","6695"
"Andorra","France","982"
"Bosnia and Herzegovina","France","13939"
"Croatia","France","10097"
"Gibraltar","France","70"
"Greece","France","12890"
"Italy","France","367593"
"Malta","France","490"
"Montenegro","France","1403"
"Portugal","France","713158"
"San Marino","France","220"
"Serbia","France","84701"
"Slovenia","France","2593"
"Spain","France","304422"
"The former Yugoslav Republic of Macedonia","France","4488"
"Austria","France","12559"
"Belgium","France","153220"
"Germany","France","233627"
"Liechtenstein","France","28"
"Luxembourg","France","12888"
"Monaco","France","24947"
"Netherlands","France","43838"
"Switzerland","France","95267"
"Belarus","France","3400"
"Bulgaria","France","17626"
"Czech Republic","France","9107"
"Hungary","France","10553"
"Poland","France","111648"
"Republic of Moldova","France","6560"
"Romania","France","89793"
"Russian Federation","France","63993"
"Slovakia","France","4453"
"Ukraine","France","15880"
"Denmark","France","6480"
"Estonia","France","909"
"Faeroe Islands","France","3"
"Finland","France","3829"
"Iceland","France","384"
"Ireland","France","9828"
"Isle of Man","France","13"
"Latvia","France","2791"
"Lithuania","France","2617"
"Norway","France","4070"
"Sweden","France","10061"
"United Kingdom of Great Britain and Northern Ireland","France","185344"
"Algeria","France","1430656"
"Egypt","France","30937"
"Libya","France","2351"
"Morocco","France","926466"
"Sudan","France","3208"
"Tunisia","France","388598"
"Western Sahara","France","17"
"Angola","France","21287"
"Cameroon","France","81278"
"Central African Republic","France","16719"
"Chad","France","7418"
"Congo","France","69474"
"Democratic Republic of the Congo","France","76723"
"Equatorial Guinea","France","390"
"Gabon","France","19780"
"Sao Tome and Principe","France","224"
"Benin","France","20414"
"Burkina Faso","France","8741"
"Cabo Verde","France","22292"
"Côte d'Ivoire","France","89937"
"Gambia","France","1907"
"Ghana","France","6696"
"Guinea","France","30209"
"Guinea-Bissau","France","3066"
"Liberia","France","785"
"Mali","France","75555"
"Mauritania","France","17768"
"Niger","France","5503"
"Nigeria","France","5767"
"Saint Helena","France","1"
"Senegal","France","117870"
"Sierra Leone","France","1301"
"Togo","France","23763"
"Botswana","France","41"
"Lesotho","France","49"
"Namibia","France","173"
"South Africa","France","5180"
"Swaziland","France","21"
"Burundi","France","1866"
"Comoros","France","36634"
"Djibouti","France","6571"
"Eritrea","France","638"
"Ethiopia","France","8675"
"Kenya","France","1748"
"Madagascar","France","120400"
"Malawi","France","107"
"Mauritius","France","44337"
"Mozambique","France","1290"
"Rwanda","France","6194"
"Seychelles","France","597"
"Somalia","France","1883"
"Uganda","France","581"
"United Republic of Tanzania","France","644"
"Zambia","France","346"
"Zimbabwe","France","701"
"American Samoa","France","1"
"Cook Islands","France","3"
"Samoa","France","18"
"Tonga","France","96"
"Tuvalu","France","1"
"Australia","France","8349"
"New Zealand","France","1958"
"Fiji","France","157"
"Papua New Guinea","France","27"
"Solomon Islands","France","3"
"Vanuatu","France","740"
"Kiribati","France","9"
"Micronesia (Federated States of)","France","3"
"Anguilla","France","10"
"Antigua and Barbuda","France","61"
"Aruba","France","11"
"Bahamas","France","45"
"Barbados","France","77"
"Bonaire, Sint Eustatius and Saba","France","93"
"Cuba","France","4780"
"Dominica","France","6443"
"Dominican Republic","France","3491"
"Haiti","France","74337"
"Jamaica","France","518"
"Montserrat","France","6"
"Puerto Rico","France","52"
"Saint Kitts and Nevis","France","3"
"Saint Lucia","France","4750"
"Saint Vincent and the Grenadines","France","29"
"Trinidad and Tobago","France","411"
"Turks and Caicos Islands","France","8"
"United States Virgin Islands","France","1"
"Argentina","France","12946"
"Bolivia (Plurinational State of)","France","3147"
"Brazil","France","57405"
"Chile","France","14402"
"Colombia","France","27231"
"Ecuador","France","4136"
"Guyana","France","4721"
"Paraguay","France","1033"
"Peru","France","11682"
"Suriname","France","24383"
"Uruguay","France","2436"
"Venezuela (Bolivarian Republic of)","France","6337"
"Belize","France","9"
"Costa Rica","France","753"
"El Salvador","France","1114"
"Guatemala","France","2994"
"Honduras","France","586"
"Mexico","France","12580"
"Nicaragua","France","647"
"Panama","France","511"
"Bermuda","France","115"
"Canada","France","25738"
"Greenland","France","13"
"United States of America","France","53906"
"Afghanistan","Germany","99638"
"Bangladesh","Germany","7576"
"India","Germany","68291"
"Iran (Islamic Republic of)","Germany","137531"
"Nepal","Germany","3924"
